4700000000,-49.3727149963379
4700426894.34792,-50.4434356689453
4700853788.69584,-47.7983169555664
4701280683.04376,-51.8315696716309
4701707577.39168,-49.9213905334473
4702134471.73959,-55.7280426025391
4702561366.08751,-51.8122215270996
4702988260.43543,-62.7590179443359
4703415154.78335,-54.2130966186523
4703842049.13127,-70.9482574462891
4704268943.47919,-59.1267204284668
4704695837.82711,-73.9620666503906
4705122732.17503,-62.3455810546875
4705549626.52295,-74.4352035522461
4705976520.87086,-63.174430847168
4706403415.21878,-68.7900009155273
4706830309.5667,-62.595874786377
4707257203.91462,-71.6854858398438
4707684098.26254,-63.2101173400879
4708110992.61046,-75.5084686279297
4708537886.95838,-63.2959442138672
4708964781.3063,-84.4150009155273
4709391675.65422,-65.0250930786133
4709818570.00213,-81.7786254882813
4710245464.35005,-64.0709838867188
4710672358.69797,-81.2934036254883
4711099253.04589,-66.776123046875
4711526147.39381,-74.0979690551758
4711953041.74173,-61.3549842834473
4712379936.08965,-73.3198318481445
4712806830.43757,-61.2515258789063
4713233724.78549,-80.008659362793
4713660619.1334,-64.8763961791992
4714087513.48132,-80.6004486083984
4714514407.82924,-63.3008613586426
4714941302.17716,-85.6702041625977
4715368196.52508,-63.0290985107422
4715795090.873,-73.1279449462891
4716221985.22092,-61.6181869506836
4716648879.56884,-73.3044967651367
4717075773.91676,-63.5358047485352
4717502668.26467,-82.3377685546875
4717929562.61259,-60.6653060913086
4718356456.96051,-71.2742004394531
4718783351.30843,-60.5625839233398
4719210245.65635,-82.8018417358398
4719637140.00427,-61.9444274902344
4720064034.35219,-75.4350051879883
4720490928.70011,-62.9837951660156
4720917823.04803,-76.3942642211914
4721344717.39594,-60.9415740966797
4721771611.74386,-76.9213790893555
4722198506.09178,-60.8461990356445
4722625400.4397,-76.3894500732422
4723052294.78762,-63.667049407959
4723479189.13554,-82.8188400268555
4723906083.48346,-62.4678001403809
4724332977.83138,-76.2258911132813
4724759872.1793,-62.3885917663574
4725186766.52721,-78.0384140014648
4725613660.87513,-60.9012489318848
4726040555.22305,-81.2620086669922
4726467449.57097,-62.4888763427734
4726894343.91889,-76.7967071533203
4727321238.26681,-62.0664558410645
4727748132.61473,-82.1185455322266
4728175026.96265,-63.1256637573242
4728601921.31057,-82.6052398681641
4729028815.65848,-64.881591796875
4729455710.0064,-87.7528991699219
4729882604.35432,-63.0973320007324
4730309498.70224,-83.6579971313477
4730736393.05016,-61.7363967895508
4731163287.39808,-81.2020111083984
4731590181.746,-65.1768035888672
4732017076.09392,-80.4371032714844
4732443970.44184,-63.420467376709
4732870864.78975,-78.8667144775391
4733297759.13767,-62.8304824829102
4733724653.48559,-80.1677169799805
4734151547.83351,-63.5031127929688
4734578442.18143,-76.6651763916016
4735005336.52935,-63.2254753112793
