4700000000,-47.5884246826172
4700426894.34792,-49.5792846679688
4700853788.69584,-48.3187828063965
4701280683.04376,-51.8346366882324
4701707577.39168,-49.2056846618652
4702134471.73959,-54.1811218261719
4702561366.08751,-50.8414878845215
4702988260.43543,-62.7165107727051
4703415154.78335,-55.0209045410156
4703842049.13127,-78.4888153076172
4704268943.47919,-60.7481002807617
4704695837.82711,-74.6419906616211
4705122732.17503,-60.5943336486816
4705549626.52295,-71.3404922485352
4705976520.87086,-62.2712898254395
4706403415.21878,-73.9883041381836
4706830309.5667,-60.0391235351563
4707257203.91462,-72.5300216674805
4707684098.26254,-61.6910934448242
4708110992.61046,-83.9566497802734
4708537886.95838,-62.9248847961426
4708964781.3063,-73.7886352539063
4709391675.65422,-62.4065895080566
4709818570.00213,-81.3017272949219
4710245464.35005,-61.0850067138672
4710672358.69797,-79.86181640625
4711099253.04589,-62.4613761901855
4711526147.39381,-77.9072036743164
4711953041.74173,-63.5238456726074
4712379936.08965,-75.4049072265625
4712806830.43757,-61.947566986084
4713233724.78549,-73.7940902709961
4713660619.1334,-62.5011367797852
4714087513.48132,-81.8983993530273
4714514407.82924,-59.9488639831543
4714941302.17716,-83.9078750610352
4715368196.52508,-61.4629936218262
4715795090.873,-86.1598815917969
4716221985.22092,-63.1219062805176
4716648879.56884,-72.1455383300781
4717075773.91676,-62.0564079284668
4717502668.26467,-78.1604156494141
4717929562.61259,-64.0467758178711
4718356456.96051,-81.3538818359375
4718783351.30843,-64.8237686157227
4719210245.65635,-76.8834228515625
4719637140.00427,-63.3136329650879
4720064034.35219,-80.0805587768555
4720490928.70011,-59.5002098083496
4720917823.04803,-69.9283065795898
4721344717.39594,-62.1512870788574
4721771611.74386,-77.174201965332
4722198506.09178,-64.3702163696289
4722625400.4397,-78.5295867919922
4723052294.78762,-61.3101043701172
4723479189.13554,-78.0623321533203
4723906083.48346,-64.0354080200195
4724332977.83138,-85.3023529052734
4724759872.1793,-61.3133659362793
4725186766.52721,-79.4649124145508
4725613660.87513,-59.2417411804199
4726040555.22305,-70.4194717407227
4726467449.57097,-59.3808059692383
4726894343.91889,-74.6506652832031
4727321238.26681,-62.0568695068359
4727748132.61473,-78.2821426391602
4728175026.96265,-62.1974067687988
4728601921.31057,-78.2984771728516
4729028815.65848,-61.8683128356934
4729455710.0064,-78.8645401000977
4729882604.35432,-62.3006172180176
4730309498.70224,-71.9687881469727
4730736393.05016,-60.7419776916504
4731163287.39808,-79.792350769043
4731590181.746,-62.2561111450195
4732017076.09392,-75.5262069702148
4732443970.44184,-63.1146774291992
4732870864.78975,-75.9614486694336
4733297759.13767,-64.2341461181641
4733724653.48559,-78.5463790893555
4734151547.83351,-61.7465476989746
4734578442.18143,-75.9779357910156
4735005336.52935,-61.2844314575195
4735432230.87727,-73.9114608764648
4735859125.22519,-61.5168342590332
4736286019.57311,-79.3156051635742
4736712913.92102,-61.7477645874023
4737139808.26894,-74.2020797729492
4737566702.61686,-62.2190208435059
4737993596.96478,-84.0040893554688
4738420491.3127,-61.472484588623
4738847385.66062,-75.6340560913086
4739274280.00854,-64.3506546020508
4739701174.35646,-83.0129776000977
4740128068.70438,-59.5164070129395
4740554963.05229,-69.6666946411133
4740981857.40021,-60.4345016479492
4741408751.74813,-77.3623733520508
4741835646.09605,-60.373664855957
4742262540.44397,-89.3618469238281
4742689434.79189,-60.1379127502441
4743116329.13981,-80.4486999511719
4743543223.48773,-62.7493019104004
4743970117.83565,-78.8165664672852
4744397012.18356,-59.0248031616211
4744823906.53148,-73.0401229858398
4745250800.8794,-59.4225654602051
4745677695.22732,-79.356330871582
4746104589.57524,-63.0408210754395
4746531483.92316,-79.6409072875977
4746958378.27108,-62.4905128479004
4747385272.619,-82.3772430419922
4747812166.96692,-63.3527565002441
4748239061.31483,-78.7585754394531
4748665955.66275,-61.618465423584
4749092850.01067,-77.310173034668
